itrial,d,method,coverage,width
9,15,jackknife-mm,0.95,3.739474504238489
9,15,CV+,0.94,3.4110526717792125
9,15,split,0.91,3.491849909096194
10,15,naive,0.8,3.1131493424268233
10,15,jackknife,0.87,3.6777879146580417
10,15,jackknife+,0.88,3.723939738334809
10,15,jackknife-mm,0.9,4.019575012979364
10,15,CV+,0.9,3.853792743743381
10,15,split,0.82,3.724284620444321
11,15,naive,0.87,2.8456510200994676
11,15,jackknife,0.92,3.3481377044182072
11,15,jackknife+,0.93,3.387931030714955
11,15,jackknife-mm,0.94,3.6472633331921
11,15,CV+,0.94,3.5313812974811616
11,15,split,0.94,3.721597721058406
12,15,naive,0.9,3.1014299610388543
12,15,jackknife,0.94,3.795840921524245
12,15,jackknife+,0.94,3.7221387897966047
12,15,jackknife-mm,0.95,4.150796870340238
12,15,CV+,0.94,3.856715649774193
12,15,split,0.96,4.466481902931776
13,15,naive,0.92,3.2039179208023842
13,15,jackknife,0.97,3.828652771974855
13,15,jackknife+,0.97,3.879714943862365
13,15,jackknife-mm,0.98,4.164886045414633
13,15,CV+,0.97,3.9175073809681993
13,15,split,0.94,3.6932231503547026
14,15,naive,0.87,3.1452815267552747
14,15,jackknife,0.9,3.7490945560097084
14,15,jackknife+,0.9,3.6768949587799535
14,15,jackknife-mm,0.91,4.053435853177863
14,15,CV+,0.9,3.562268689384745
14,15,split,0.87,3.4896283586225736
15,15,naive,0.86,3.0769870438732356
15,15,jackknife,0.88,3.603626116556634
15,15,jackknife+,0.89,3.613371428788889
15,15,jackknife-mm,0.9,3.9471627880817413
15,15,CV+,0.9,3.7577022969473903
15,15,split,0.83,3.6885812666347007
16,15,naive,0.84,2.856373901141276
16,15,jackknife,0.89,3.300379919916985
16,15,jackknife+,0.89,3.289728937260541
16,15,jackknife-mm,0.93,3.57922501843484
16,15,CV+,0.89,3.3291602266111853
16,15,split,0.9,3.39551829902149
17,15,naive,0.79,2.69640088937723
17,15,jackknife,0.87,3.196968914716006
17,15,jackknife+,0.88,3.205185626724832
17,15,jackknife-mm,0.89,3.5352542451066196
17,15,CV+,0.88,3.478640580047768
17,15,split,0.9,4.374960718136473
18,15,naive,0.85,2.8248408141909693
18,15,jackknife,0.9,3.29817339913666
18,15,jackknife+,0.9,3.363630685695912
18,15,jackknife-mm,0.93,3.5898974137551303
18,15,CV+,0.93,3.5475419429541866
18,15,split,0.95,4.069090614053022
19,15,naive,0.81,3.1235633682161774
19,15,jackknife,0.92,3.8056137545085
19,15,jackknife+,0.92,3.756885851378274
19,15,jackknife-mm,0.94,4.117368700483644
19,15,CV+,0.92,3.7574989790252262
19,15,split,0.92,3.6672480681177193
20,15,naive,0.83,2.979672906851495
20,15,jackknife,0.86,3.275660259801405
20,15,jackknife+,0.86,3.3243262062661536
20,15,jackknife-mm,0.91,3.583611380488665
20,15,CV+,0.88,3.441682228778666
20,15,split,0.78,3.1097198310399663
21,15,naive,0.82,2.9977257408126876
21,15,jackknife,0.88,3.337939682506373
21,15,jackknife+,0.89,3.3904354919824145
21,15,jackknife-mm,0.92,3.675476841977778
21,15,CV+,0.91,3.6257034999299305
21,15,split,0.83,3.332933235253261
22,15,naive,0.9,3.4968132164723125
22,15,jackknife,0.95,4.0427980662917085
22,15,jackknife+,0.95,4.11590840976466
22,15,jackknife-mm,0.98,4.400232521823706
22,15,CV+,0.95,4.069265548603478
22,15,split,0.9,4.2931218407726455
23,15,naive,0.82,3.0292882665341323
23,15,jackknife,0.84,3.517874580062591
23,15,jackknife+,0.85,3.6033866538419956
23,15,jackknife-mm,0.9,3.890970240663508
23,15,CV+,0.84,3.5812673419617504
23,15,split,0.97,5.1555552775305395
24,15,naive,0.81,2.9161241815243995
24,15,jackknife,0.85,3.1711338306294796
24,15,jackknife+,0.86,3.187824323056136
24,15,jackknife-mm,0.87,3.433404234452967
24,15,CV+,0.85,3.1564866393438096
24,15,split,0.89,3.511672873300297
25,15,naive,0.92,3.9258324861723577
25,15,jackknife,0.93,4.193068103853888
25,15,jackknife+,0.93,4.2565871046761306
25,15,jackknife-mm,0.96,4.559301283076705
25,15,CV+,0.92,4.22614362609227
25,15,split,0.97,6.021147228994789
26,15,naive,0.89,3.2608941374524174
26,15,jackknife,0.93,3.9323866322531034
26,15,jackknife+,0.93,3.984220928468829
26,15,jackknife-mm,0.95,4.297670209008103
26,15,CV+,0.95,4.1415935679913085
26,15,split,0.98,4.514072820231164
27,15,naive,0.84,2.9696550654172897
27,15,jackknife,0.93,3.5839720682237197
27,15,jackknife+,0.94,3.564352679778145
27,15,jackknife-mm,0.95,3.891366907654931
27,15,CV+,0.95,3.812001317038648
27,15,split,0.95,4.308029597356725
28,15,naive,0.66,2.389914908165275
28,15,jackknife,0.74,2.9522645173262845
28,15,jackknife+,0.74,2.9108590376088315
28,15,jackknife-mm,0.76,3.174755390786276
28,15,CV+,0.74,2.917956473170323
28,15,split,0.81,3.349895826218869
29,15,naive,0.62,2.52268214424916
29,15,jackknife,0.79,3.0420738083688037
29,15,jackknife+,0.76,3.029085616654386
29,15,jackknife-mm,0.84,3.2946736554094063
29,15,CV+,0.78,3.0713090698546393
29,15,split,0.85,3.491144042230194
30,15,naive,0.86,2.631382837324093
30,15,jackknife,0.89,3.032825474881002
30,15,jackknife+,0.89,3.087694923187365
30,15,jackknife-mm,0.9,3.287268101455331
30,15,CV+,0.89,3.2168617484496504
30,15,split,0.91,4.02798284829275
31,15,naive,0.89,3.6239753679520077
31,15,jackknife,0.98,4.461136854313297
31,15,jackknife+,0.97,4.417705068445389
31,15,jackknife-mm,0.99,4.8948677585808005
31,15,CV+,0.98,4.515353837631089
31,15,split,0.97,4.772029323195751
32,15,naive,0.84,3.4354689876774755
32,15,jackknife,0.92,3.987665084288509
32,15,jackknife+,0.92,4.030970519846727
32,15,jackknife-mm,0.94,4.415750666000799
32,15,CV+,0.95,4.207245481678429
32,15,split,0.92,3.9323695603874245
33,15,naive,0.78,2.9641716171666093
33,15,jackknife,0.86,3.4581407929369083
33,15,jackknife+,0.87,3.515895191887517
33,15,jackknife-mm,0.88,3.7993384100684193
33,15,CV+,0.9,3.702343892180397
33,15,split,0.91,3.826209532346997
34,15,naive,0.84,2.9577776089691765
34,15,jackknife,0.9,3.4399450784836194
34,15,jackknife+,0.9,3.4796328674930606
34,15,jackknife-mm,0.93,3.7317228482596874
34,15,CV+,0.92,3.6887796793642753
34,15,split,0.91,4.005603621611882
35,15,naive,0.83,3.179734165837413
35,15,jackknife,0.89,3.604780805977707
35,15,jackknife+,0.9,3.6641446027949365
35,15,jackknife-mm,0.94,3.926068819094256
35,15,CV+,0.91,3.8124165189539947
35,15,split,0.87,3.4941665600075917
36,15,naive,0.95,3.5383813740518817
36,15,jackknife,0.98,4.164263139806281
36,15,jackknife+,0.97,4.108936041631311
36,15,jackknife-mm,0.99,4.566301147726764
36,15,CV+,0.97,3.993865749807563
36,15,split,0.99,5.249175637120971
37,15,naive,0.88,3.210724334018358
37,15,jackknife,0.94,3.900138139578832
37,15,jackknife+,0.94,3.9001663185724436
37,15,jackknife-mm,0.96,4.23152229463748
37,15,CV+,0.95,4.07929664824302
37,15,split,0.88,3.0753701615368874
38,15,naive,0.76,2.8428864811260786
38,15,jackknife,0.79,3.322086635129208
38,15,jackknife+,0.79,3.312358725103165
38,15,jackknife-mm,0.84,3.6550902459399772
38,15,CV+,0.8,3.4142854024100746
38,15,split,0.88,4.27086166543171
39,15,naive,0.89,3.21824552141224
39,15,jackknife,0.93,3.7795407585064527
39,15,jackknife+,0.93,3.7600942338649905
39,15,jackknife-mm,0.97,4.1808811546380635
39,15,CV+,0.92,3.6426824510826
39,15,split,0.92,3.9736483185139195
40,15,naive,0.89,3.50512582146149
40,15,jackknife,0.93,4.013080721093292
40,15,jackknife+,0.93,4.026741957205562
40,15,jackknife-mm,0.95,4.311475393199927
40,15,CV+,0.93,4.121200926443939
40,15,split,0.91,3.9824647819163066
41,15,naive,0.84,2.9924518563991573
41,15,jackknife,0.88,3.3083059152436602
41,15,jackknife+,0.88,3.3598322027469565
41,15,jackknife-mm,0.93,3.6079491317152383
41,15,CV+,0.9,3.438525907945246
41,15,split,0.87,3.633782252815179
42,15,naive,0.85,2.8721955053349824
42,15,jackknife,0.88,3.142820253982314
42,15,jackknife+,0.91,3.2556109676247855
42,15,jackknife-mm,0.93,3.438529982272401
42,15,CV+,0.91,3.2886793964589027
42,15,split,0.88,3.8332119549994372
43,15,naive,0.84,3.006198461614842
43,15,jackknife,0.9,3.685322142420416
43,15,jackknife+,0.9,3.658452024475727
43,15,jackknife-mm,0.91,3.979946869063048
43,15,CV+,0.91,3.7884619784826903
43,15,split,0.85,3.341174099180194
44,15,naive,0.83,2.8975317865076073
44,15,jackknife,0.94,3.456286696948437
44,15,jackknife+,0.93,3.4273314212269383
44,15,jackknife-mm,0.95,3.7715058939693504
44,15,CV+,0.95,3.608003860995203
44,15,split,0.89,3.3838128731950388
45,15,naive,0.87,3.073073243914645
45,15,jackknife,0.93,3.8881630314033155
45,15,jackknife+,0.93,3.8111458667548765
45,15,jackknife-mm,0.97,4.237727360917079
45,15,CV+,0.93,3.8086974726896794
45,15,split,0.92,3.6608012389657847
46,15,naive,0.84,3.020032714330607
46,15,jackknife,0.97,3.7071909170498234
46,15,jackknife+,0.94,3.692413048563001
46,15,jackknife-mm,0.98,4.038155450204155
46,15,CV+,0.93,3.6527387607170767
46,15,split,0.9,4.2087678079496404
47,15,naive,0.69,2.5785963363382733
47,15,jackknife,0.78,3.0141860618532466
47,15,jackknife+,0.78,3.0388401046877522
47,15,jackknife-mm,0.79,3.332188747817222
47,15,CV+,0.78,3.0841026300699843
47,15,split,0.79,3.5603871063189514
48,15,naive,0.77,2.6640949010047525
48,15,jackknife,0.84,3.065470332204862
48,15,jackknife+,0.85,3.0742745825194144
48,15,jackknife-mm,0.87,3.3646397320234542
48,15,CV+,0.85,3.0685596968084887
48,15,split,0.87,3.7142391046333447
49,15,naive,0.9,3.5084495769286668
49,15,jackknife,0.92,3.9251209342345277
49,15,jackknife+,0.92,3.948439823971471
49,15,jackknife-mm,0.95,4.277554535419054
49,15,CV+,0.93,3.9050422777459617
49,15,split,0.95,4.688119851790687
0,20,naive,0.82,3.177297322044733
0,20,jackknife,0.9,3.9988026201872384
0,20,jackknife+,0.9,4.001258794370548
0,20,jackknife-mm,0.94,4.435385336604125
0,20,CV+,0.91,4.126871478271559
0,20,split,0.96,4.868384081351106
1,20,naive,0.86,3.058664217716569
1,20,jackknife,0.92,3.8443238498096406
1,20,jackknife+,0.92,3.825390154911324
1,20,jackknife-mm,0.94,4.206472358055095
1,20,CV+,0.92,3.766594745353301
1,20,split,0.87,3.7010456764252235
2,20,naive,0.82,2.7765739045198705
2,20,jackknife,0.91,3.6034076808672166
2,20,jackknife+,0.91,3.5568771042755576
2,20,jackknife-mm,0.93,4.027168100675734
2,20,CV+,0.92,3.821243440932115
2,20,split,0.91,6.129552231752436
3,20,naive,0.77,2.91557835745158
3,20,jackknife,0.91,3.7840502423131896
3,20,jackknife+,0.9,3.850727348546805
3,20,jackknife-mm,0.94,4.1816605181528566
3,20,CV+,0.93,3.99254793197735
3,20,split,0.9,4.118801324471389
4,20,naive,0.76,2.6659260948557697
4,20,jackknife,0.86,3.3632340255935613
4,20,jackknife+,0.86,3.4077554037064863
4,20,jackknife-mm,0.93,3.7467988052531753
4,20,CV+,0.87,3.5011773449902854
4,20,split,0.91,3.85686924808239
5,20,naive,0.91,3.773531880234087
5,20,jackknife,0.96,4.365953096460486
5,20,jackknife+,0.96,4.487754879437764
5,20,jackknife-mm,0.98,4.91760388489573
5,20,CV+,0.98,4.612218113602796
5,20,split,0.91,5.905913134306375
6,20,naive,0.84,3.169120914817147
6,20,jackknife,0.92,3.7755768257339395
6,20,jackknife+,0.91,3.7497815879696925
6,20,jackknife-mm,0.94,4.213024673571911
6,20,CV+,0.95,4.031506993697279
6,20,split,1.0,6.109327954635737
7,20,naive,0.87,2.8801452650676476
7,20,jackknife,0.94,3.4379974240051707
7,20,jackknife+,0.94,3.5424013093026976
7,20,jackknife-mm,0.94,3.840930558581401
7,20,CV+,0.94,3.528296612304142
7,20,split,0.93,4.215552475568853
8,20,naive,0.68,2.3645595305892964
8,20,jackknife,0.79,3.0290246465834034
8,20,jackknife+,0.8,3.0606802482212454
8,20,jackknife-mm,0.87,3.4141531651606436
8,20,CV+,0.84,3.331220822523479
8,20,split,0.94,3.6082884081534012
9,20,naive,0.89,3.273424427556679
9,20,jackknife,0.93,3.920770673526629
9,20,jackknife+,0.93,4.023460981982003
9,20,jackknife-mm,0.95,4.358395431574425
9,20,CV+,0.93,4.134121614679941
9,20,split,0.92,4.526717427531536
10,20,naive,0.78,2.93230267907393
10,20,jackknife,0.9,3.763725770742786
10,20,jackknife+,0.9,3.733841708055634
10,20,jackknife-mm,0.94,4.157876300517648
10,20,CV+,0.9,3.8950404637509104
10,20,split,0.81,3.353034287086775
11,20,naive,0.78,2.6507163613183007
11,20,jackknife,0.9,3.311286563539056
11,20,jackknife+,0.9,3.2865753536618616
11,20,jackknife-mm,0.92,3.6437944744628448
11,20,CV+,0.9,3.4127559906838623
11,20,split,0.87,3.6147309947030903
12,20,naive,0.67,2.5044889429343886
12,20,jackknife,0.83,3.279278019748693
12,20,jackknife+,0.82,3.2064636249832934
12,20,jackknife-mm,0.89,3.6399181392543793
12,20,CV+,0.83,3.2633972347782554
12,20,split,0.79,3.62313475958545
13,20,naive,0.7,2.566796709407777
13,20,jackknife,0.85,3.2470863245013106
13,20,jackknife+,0.85,3.2985616716762935
13,20,jackknife-mm,0.87,3.662499407313262
13,20,CV+,0.85,3.3739529856966546
13,20,split,0.82,3.226278671795745
14,20,naive,0.82,2.986139117274112
14,20,jackknife,0.9,3.750131785361209
14,20,jackknife+,0.9,3.7164227866859494
14,20,jackknife-mm,0.92,4.2156344000767225
14,20,CV+,0.9,3.6984689895754133
14,20,split,0.96,6.046241367258016
15,20,naive,0.89,2.9709084824510996
15,20,jackknife,0.94,3.676746761249618
15,20,jackknife+,0.95,3.7469056066352526
15,20,jackknife-mm,0.96,4.065433915069999
15,20,CV+,0.95,3.6865394971320713
15,20,split,0.92,4.378595905994018
16,20,naive,0.77,2.900895872817424
16,20,jackknife,0.82,3.6113120920367283
16,20,jackknife+,0.83,3.6290032097918647
16,20,jackknife-mm,0.87,3.9989973183451553
16,20,CV+,0.87,3.9081867124833867
16,20,split,0.8,4.564393294249609
17,20,naive,0.83,2.8555861488595724
17,20,jackknife,0.89,3.426601307032894
17,20,jackknife+,0.9,3.491645544676589
17,20,jackknife-mm,0.92,3.8448929601569573
17,20,CV+,0.89,3.4572518037060034
17,20,split,0.9,4.228040080948875
18,20,naive,0.83,3.2473369537552816
18,20,jackknife,0.9,4.314789893404354
18,20,jackknife+,0.9,4.208248757412711
18,20,jackknife-mm,0.94,4.7532756147467135
18,20,CV+,0.94,4.571750312515687
18,20,split,0.95,5.314661748217518
19,20,naive,0.83,2.884064384275494
19,20,jackknife,0.93,3.714131816887686
19,20,jackknife+,0.92,3.739268902957411
19,20,jackknife-mm,0.96,4.134348291515541
19,20,CV+,0.9,3.6185908124498267
19,20,split,0.87,3.9245761619073405
20,20,naive,0.76,3.1539395718350915
20,20,jackknife,0.83,3.601636193450078
20,20,jackknife+,0.83,3.6601422644925616
20,20,jackknife-mm,0.88,3.982794827040806
20,20,CV+,0.87,3.9977128969759885
20,20,split,0.87,3.839474927427503
21,20,naive,0.86,3.4397559973372362
21,20,jackknife,0.93,4.344975865839912
21,20,jackknife+,0.91,4.267252101348945
21,20,jackknife-mm,0.95,4.8086453442086885
21,20,CV+,0.92,4.294828223486624
21,20,split,0.92,4.257458959179915
22,20,naive,0.81,3.0624488253106943
22,20,jackknife,0.91,3.8095324240576547
22,20,jackknife+,0.92,3.82595556331761
22,20,jackknife-mm,0.97,4.24959583100373
22,20,CV+,0.93,3.990789576403215
22,20,split,0.9,4.283086199528167
23,20,naive,0.91,3.2195610435367126
23,20,jackknife,0.97,3.829226023743743
23,20,jackknife+,0.97,3.9546651306382112
23,20,jackknife-mm,0.99,4.230675740268831
23,20,CV+,0.98,4.025136443303862
23,20,split,0.93,4.520192128895774
24,20,naive,0.88,2.7938583428967894
24,20,jackknife,0.97,3.8491549629450064
24,20,jackknife+,0.96,3.8032753185663157
24,20,jackknife-mm,0.97,4.281935711254846
24,20,CV+,0.96,3.7347367718803195
24,20,split,0.88,4.905547802227772
25,20,naive,0.77,2.719008078730389
25,20,jackknife,0.91,3.667001400039289
25,20,jackknife+,0.91,3.672181195807754
25,20,jackknife-mm,0.94,4.055448491329616
25,20,CV+,0.94,3.7907925566334346
25,20,split,0.93,4.316965170325208
26,20,naive,0.89,3.7047649089422894
26,20,jackknife,0.98,4.63209086005617
26,20,jackknife+,0.98,4.584268877198038
26,20,jackknife-mm,0.99,5.08232740760729
26,20,CV+,0.97,4.566587373514965
26,20,split,0.92,4.656831482942604
27,20,naive,0.82,2.8203123347795076
27,20,jackknife,0.92,3.614380258938907
27,20,jackknife+,0.92,3.590078703336685
27,20,jackknife-mm,0.94,3.9690202781068935
27,20,CV+,0.9,3.503489360664679
27,20,split,0.89,4.56703280478824
28,20,naive,0.79,2.667045692089651
28,20,jackknife,0.88,3.380357316214411
28,20,jackknife+,0.88,3.3229215688071547
28,20,jackknife-mm,0.92,3.718942459082442
28,20,CV+,0.88,3.264467194628031
28,20,split,0.88,4.304520010661336
29,20,naive,0.72,2.687898055326288
29,20,jackknife,0.88,3.4295905107381204
29,20,jackknife+,0.89,3.4686723991474446
29,20,jackknife-mm,0.9,3.8398607981542234
29,20,CV+,0.89,3.6328181539827176
29,20,split,0.8,3.773952275677672
30,20,naive,0.81,2.6796862925858767
30,20,jackknife,0.87,3.0618996179893347
30,20,jackknife+,0.88,3.128445654168457
30,20,jackknife-mm,0.92,3.446687052757417
30,20,CV+,0.91,3.2801389375106775
30,20,split,0.89,4.159815112413297
31,20,naive,0.84,2.8440799696389205
31,20,jackknife,0.96,3.771399769078353
31,20,jackknife+,0.95,3.785348126773056
31,20,jackknife-mm,0.97,4.147186145512528
31,20,CV+,0.97,3.945089173113284
31,20,split,0.94,4.189739068291032
32,20,naive,0.89,2.7494623147277584
32,20,jackknife,0.92,3.3977716689343196
32,20,jackknife+,0.91,3.5080750363460087
32,20,jackknife-mm,0.93,3.7596592087921885
32,20,CV+,0.92,3.7862176464994843
32,20,split,0.93,3.9381061318003248
33,20,naive,0.83,3.0161122043708883
33,20,jackknife,0.93,3.937934516964901
33,20,jackknife+,0.92,3.9755885988845745
33,20,jackknife-mm,0.93,4.386389660115109
33,20,CV+,0.94,4.419480732742443
33,20,split,0.95,5.487001237909568
34,20,naive,0.81,2.519572782170315
34,20,jackknife,0.9,3.2422769473482718
34,20,jackknife+,0.89,3.298377710132804
34,20,jackknife-mm,0.91,3.6293921822609887
34,20,CV+,0.9,3.5283932956723283
34,20,split,0.89,3.829247041972266
35,20,naive,0.81,2.928415279642769
35,20,jackknife,0.9,3.7152573553390154
35,20,jackknife+,0.9,3.673508540367572
35,20,jackknife-mm,0.91,4.080842211996783
35,20,CV+,0.9,3.7887103203599923
35,20,split,0.82,3.772432274695403
36,20,naive,0.78,2.7454184258288854
36,20,jackknife,0.87,3.513439037479433
36,20,jackknife+,0.86,3.4874625595040736
36,20,jackknife-mm,0.88,3.8909918498675546
36,20,CV+,0.87,3.5387700160948135
36,20,split,0.87,4.054830869723008
37,20,naive,0.81,3.008224737033119
37,20,jackknife,0.91,3.82686543679129
37,20,jackknife+,0.91,3.8016822271960313
37,20,jackknife-mm,0.94,4.266318992784118
37,20,CV+,0.93,4.0215762517813145
37,20,split,0.96,4.659344731025174
38,20,naive,0.82,2.913224999650316
38,20,jackknife,0.88,3.3350730658865477
38,20,jackknife+,0.88,3.4333133175580803
38,20,jackknife-mm,0.9,3.8091048191978483
38,20,CV+,0.89,3.8585626520899785
38,20,split,0.91,5.030822039337468
39,20,naive,0.77,2.786105875541202
39,20,jackknife,0.87,3.5131752008154336
39,20,jackknife+,0.87,3.4886211195243515
39,20,jackknife-mm,0.91,3.8951400104984204
39,20,CV+,0.87,3.6745024587972703
39,20,split,0.86,4.8837393257690005
40,20,naive,0.93,3.4506400265997326
40,20,jackknife,0.96,4.205871627669592
40,20,jackknife+,0.96,4.153057320443504
40,20,jackknife-mm,0.99,4.637107147075728
40,20,CV+,0.96,4.112667741004914
40,20,split,0.99,5.156095439709374
41,20,naive,0.82,3.030814963597345
41,20,jackknife,0.94,4.059426396811831
41,20,jackknife+,0.94,3.992967979023228
41,20,jackknife-mm,0.95,4.485817155398034
41,20,CV+,0.94,3.8237155242977066
41,20,split,0.9,4.309779430803702
42,20,naive,0.77,2.8768660855358865
42,20,jackknife,0.85,3.491046419469415
42,20,jackknife+,0.83,3.511006958994234
42,20,jackknife-mm,0.88,3.8437416249184833
42,20,CV+,0.88,3.628379484855042
42,20,split,0.89,4.595289578501198
43,20,naive,0.81,3.343812761677571
43,20,jackknife,0.91,3.9631805629164956
43,20,jackknife+,0.91,4.0245964677136445
43,20,jackknife-mm,0.95,4.415875459835791
43,20,CV+,0.91,4.020786509389598
43,20,split,0.94,4.559496138731033
44,20,naive,0.86,3.2302854461399653
44,20,jackknife,0.93,4.180085786040362
44,20,jackknife+,0.92,4.142662472793496
44,20,jackknife-mm,0.96,4.586838984041816
44,20,CV+,0.93,4.203938516264833
44,20,split,0.98,5.297147650745043
45,20,naive,0.75,2.745545055287835
45,20,jackknife,0.91,3.733728281129388
45,20,jackknife+,0.91,3.641508656425769
45,20,jackknife-mm,0.92,4.164057456580064
45,20,CV+,0.9,3.732678001978685
45,20,split,0.86,3.531113526501146
46,20,naive,0.76,2.6988886447880422
46,20,jackknife,0.83,3.2993529911391697
46,20,jackknife+,0.84,3.293243703231534
46,20,jackknife-mm,0.88,3.63674183169361
46,20,CV+,0.83,3.3567249155039955
46,20,split,0.93,4.776163135675405
47,20,naive,0.82,3.026375456054887
47,20,jackknife,0.95,3.8041073914731105
47,20,jackknife+,0.95,3.8009680739026175
47,20,jackknife-mm,0.95,4.232453075434429
47,20,CV+,0.95,3.947284911921999
47,20,split,0.94,4.145201194642998
48,20,naive,0.83,3.0172584498341393
48,20,jackknife,0.93,3.956241678332234
48,20,jackknife+,0.91,3.9021406447422775
48,20,jackknife-mm,0.93,4.373117692032712
48,20,CV+,0.93,4.101740077445742
48,20,split,0.82,3.582583609402111
49,20,naive,0.74,2.5648059624563184
49,20,jackknife,0.83,3.230221896239681
49,20,jackknife+,0.83,3.2640036852349024
49,20,jackknife-mm,0.86,3.595372996622077
49,20,CV+,0.84,3.372690379092272
49,20,split,0.84,3.4537813251450573
0,25,naive,0.76,2.987570579875067
0,25,jackknife,0.89,4.226733352997696
0,25,jackknife+,0.91,4.171275215694417
0,25,jackknife-mm,0.95,4.753528799085774
0,25,CV+,0.87,4.079295822597785
0,25,split,0.84,4.833054902835044
1,25,naive,0.72,2.7067994411383434
1,25,jackknife,0.83,3.4283804603307733
1,25,jackknife+,0.83,3.4862531573593234
1,25,jackknife-mm,0.85,3.86500499525234
